user_id,event_type,event_date,event_id
U00029,app_open,2025-03-16,E000214
U00030,signup_completed,2025-01-21,E000215
U00030,add_card,2025-01-23,E000216
U00030,transaction_success,2025-01-26,E000217
U00030,app_open,2025-01-23,E000218
U00031,signup_completed,2025-02-02,E000219
U00031,add_card,2025-02-03,E000220
U00031,transaction_success,2025-02-05,E000221
U00031,app_open,2025-02-24,E000222
U00032,signup_completed,2025-03-17,E000223
U00032,app_open,2025-04-14,E000224
U00032,app_open,2025-04-06,E000225
U00032,app_open,2025-04-11,E000226
U00032,app_open,2025-04-04,E000227
U00032,app_open,2025-04-12,E000228
U00032,app_open,2025-03-24,E000229
U00032,app_open,2025-04-09,E000230
U00032,app_open,2025-04-05,E000231
U00033,signup_completed,2025-02-27,E000232
U00033,add_card,2025-02-27,E000233
U00033,transaction_success,2025-03-01,E000234
U00033,app_open,2025-03-25,E000235
U00033,app_open,2025-03-12,E000236
U00033,app_open,2025-03-25,E000237
U00033,app_open,2025-03-07,E000238
U00033,app_open,2025-03-23,E000239
U00033,app_open,2025-02-27,E000240
U00033,app_open,2025-02-27,E000241
U00034,signup_completed,2025-01-22,E000242
U00034,add_card,2025-01-24,E000243
U00034,transaction_success,2025-01-24,E000244
U00034,app_open,2025-02-02,E000245
U00034,app_open,2025-02-07,E000246
U00034,app_open,2025-02-05,E000247
U00034,app_open,2025-01-23,E000248
U00035,signup_completed,2025-04-18,E000249
U00035,add_card,2025-04-19,E000250
U00035,app_open,2025-04-19,E000251
U00035,app_open,2025-05-04,E000252
U00035,app_open,2025-05-13,E000253
U00035,app_open,2025-04-27,E000254
U00035,app_open,2025-04-26,E000255
U00035,app_open,2025-04-19,E000256
U00035,app_open,2025-05-11,E000257
U00035,app_open,2025-05-17,E000258
U00035,app_open,2025-05-06,E000259
U00036,signup_completed,2025-03-30,E000260
U00036,add_card,2025-03-30,E000261
U00036,transaction_success,2025-04-02,E000262
U00036,app_open,2025-04-14,E000263
U00036,app_open,2025-04-26,E000264
U00036,app_open,2025-04-25,E000265
U00036,app_open,2025-04-16,E000266
U00036,app_open,2025-04-18,E000267
U00036,app_open,2025-04-16,E000268
U00037,signup_completed,2025-02-18,E000269
U00037,app_open,2025-03-04,E000270
U00037,app_open,2025-03-09,E000271
U00037,app_open,2025-02-27,E000272
U00038,signup_completed,2025-04-01,E000273
U00038,add_card,2025-04-03,E000274
U00038,transaction_success,2025-04-04,E000275
U00038,app_open,2025-04-09,E000276
U00038,app_open,2025-04-12,E000277
U00038,app_open,2025-04-07,E000278
U00038,app_open,2025-04-05,E000279
U00038,app_open,2025-04-25,E000280
U00038,app_open,2025-04-24,E000281
U00038,app_open,2025-04-10,E000282
U00038,app_open,2025-04-25,E000283
U00039,signup_completed,2025-02-28,E000284
U00039,add_card,2025-03-01,E000285
U00039,transaction_success,2025-03-04,E000286
U00039,app_open,2025-03-09,E000287
U00039,app_open,2025-03-15,E000288
U00039,app_open,2025-03-09,E000289
U00039,app_open,2025-03-08,E000290
U00039,app_open,2025-03-29,E000291
U00039,app_open,2025-03-25,E000292
U00039,app_open,2025-03-02,E000293
U00039,app_open,2025-03-26,E000294
U00039,app_open,2025-03-27,E000295
U00040,signup_completed,2025-02-11,E000296
U00040,add_card,2025-02-13,E000297
U00040,transaction_success,2025-02-17,E000298
U00040,app_open,2025-02-15,E000299
U00040,app_open,2025-02-24,E000300
U00040,app_open,2025-03-03,E000301
U00040,app_open,2025-02-12,E000302
U00040,app_open,2025-03-12,E000303
U00040,app_open,2025-03-05,E000304
U00041,signup_completed,2025-04-02,E000305
U00041,add_card,2025-04-03,E000306
U00041,transaction_success,2025-04-06,E000307
U00041,app_open,2025-04-25,E000308
U00041,app_open,2025-04-18,E000309
U00041,app_open,2025-04-26,E000310
U00041,app_open,2025-04-15,E000311
U00042,signup_completed,2025-03-01,E000312
U00042,app_open,2025-03-27,E000313
U00042,app_open,2025-03-28,E000314
U00043,signup_completed,2025-03-21,E000315
U00043,app_open,2025-04-11,E000316
U00043,app_open,2025-04-01,E000317
U00043,app_open,2025-03-30,E000318
U00043,app_open,2025-03-28,E000319
U00043,app_open,2025-04-18,E000320
U00044,signup_completed,2025-01-15,E000321
U00044,app_open,2025-01-29,E000322
U00044,app_open,2025-01-26,E000323
U00044,app_open,2025-02-08,E000324
U00044,app_open,2025-02-08,E000325
U00044,app_open,2025-01-20,E000326
U00044,app_open,2025-01-26,E000327
U00044,app_open,2025-01-29,E000328
U00044,app_open,2025-01-26,E000329
U00044,app_open,2025-01-23,E000330
U00045,signup_completed,2025-03-03,E000331
U00045,app_open,2025-03-30,E000332
U00045,app_open,2025-03-15,E000333
U00046,signup_completed,2025-03-03,E000334
U00046,app_open,2025-03-08,E000335
U00046,app_open,2025-03-08,E000336
U00046,app_open,2025-03-23,E000337
U00046,app_open,2025-03-14,E000338
U00047,signup_completed,2025-02-16,E000339
U00047,add_card,2025-02-18,E000340
U00047,transaction_success,2025-02-18,E000341
U00047,app_open,2025-03-07,E000342
U00047,app_open,2025-02-21,E000343
U00047,app_open,2025-02-24,E000344
U00047,app_open,2025-03-02,E000345
U00047,app_open,2025-03-03,E000346
U00047,app_open,2025-03-08,E000347
U00047,app_open,2025-02-23,E000348
U00048,signup_completed,2025-03-03,E000349
U00048,add_card,2025-03-03,E000350
U00048,transaction_success,2025-03-04,E000351
U00048,app_open,2025-03-25,E000352
U00048,app_open,2025-04-01,E000353
U00048,app_open,2025-03-05,E000354
U00048,app_open,2025-03-16,E000355
U00048,app_open,2025-03-31,E000356
U00048,app_open,2025-03-09,E000357
U00048,app_open,2025-03-17,E000358
U00049,signup_completed,2025-02-20,E000359
U00049,app_open,2025-03-13,E000360
U00049,app_open,2025-03-20,E000361
U00049,app_open,2025-03-05,E000362
U00049,app_open,2025-03-07,E000363
U00049,app_open,2025-03-19,E000364
U00049,app_open,2025-03-12,E000365
U00049,app_open,2025-03-04,E000366
U00049,app_open,2025-02-25,E000367
U00049,app_open,2025-03-13,E000368
U00050,signup_completed,2025-04-18,E000369
U00050,add_card,2025-04-18,E000370
U00050,transaction_success,2025-04-18,E000371
U00050,app_open,2025-05-06,E000372
U00050,app_open,2025-05-07,E000373
U00051,signup_completed,2025-02-24,E000374
U00051,add_card,2025-02-26,E000375
U00051,app_open,2025-03-10,E000376
U00051,app_open,2025-03-01,E000377
U00051,app_open,2025-03-18,E000378
U00051,app_open,2025-03-15,E000379
U00051,app_open,2025-02-25,E000380
U00051,app_open,2025-03-20,E000381
U00051,app_open,2025-03-20,E000382
U00051,app_open,2025-03-10,E000383
U00051,app_open,2025-03-15,E000384
U00052,signup_completed,2025-04-26,E000385
U00052,add_card,2025-04-27,E000386
U00052,transaction_success,2025-04-29,E000387
U00052,app_open,2025-05-15,E000388
U00053,signup_completed,2025-03-05,E000389
U00053,app_open,2025-03-28,E000390
U00053,app_open,2025-03-14,E000391
U00053,app_open,2025-03-08,E000392
U00054,signup_completed,2025-01-03,E000393
U00054,app_open,2025-01-09,E000394
U00054,app_open,2025-01-18,E000395
U00054,app_open,2025-01-20,E000396
U00054,app_open,2025-01-05,E000397
U00054,app_open,2025-01-22,E000398
U00054,app_open,2025-01-22,E000399
U00054,app_open,2025-01-12,E000400
U00054,app_open,2025-01-26,E000401
U00054,app_open,2025-01-28,E000402
U00055,signup_completed,2025-04-11,E000403
U00055,add_card,2025-04-12,E000404
U00055,app_open,2025-04-20,E000405
U00055,app_open,2025-04-26,E000406
U00055,app_open,2025-04-18,E000407
U00055,app_open,2025-04-19,E000408
U00055,app_open,2025-04-25,E000409
U00055,app_open,2025-05-01,E000410
U00055,app_open,2025-04-13,E000411
U00055,app_open,2025-04-14,E000412
U00055,app_open,2025-05-10,E000413
U00056,signup_completed,2025-02-20,E000414
U00056,add_card,2025-02-20,E000415
U00056,transaction_success,2025-02-22,E000416
U00056,app_open,2025-03-07,E000417
U00056,app_open,2025-03-13,E000418
U00056,app_open,2025-03-11,E000419
U00056,app_open,2025-02-24,E000420
U00056,app_open,2025-03-21,E000421
U00056,app_open,2025-03-01,E000422
U00056,app_open,2025-03-09,E000423
U00057,signup_completed,2025-01-07,E000424
U00057,app_open,2025-01-24,E000425
U00057,app_open,2025-01-17,E000426
U00057,app_open,2025-01-28,E000427
U00057,app_open,2025-02-02,E000428
U00058,signup_completed,2025-01-21,E000429
U00058,add_card,2025-01-22,E000430
U00058,transaction_success,2025-01-22,E000431
U00058,app_open,2025-01-30,E000432
U00058,app_open,2025-02-10,E000433
U00058,app_open,2025-01-21,E000434
U00058,app_open,2025-01-26,E000435
U00058,app_open,2025-01-27,E000436
U00058,app_open,2025-02-06,E000437
U00058,app_open,2025-01-29,E000438
U00059,signup_completed,2025-03-14,E000439
U00059,add_card,2025-03-14,E000440
U00059,app_open,2025-04-02,E000441
U00059,app_open,2025-03-31,E000442
U00059,app_open,2025-03-14,E000443
U00059,app_open,2025-03-17,E000444
U00059,app_open,2025-04-05,E000445
U00060,signup_completed,2025-02-08,E000446
U00060,add_card,2025-02-08,E000447
U00060,app_open,2025-02-15,E000448
U00060,app_open,2025-02-12,E000449
U00060,app_open,2025-02-19,E000450
U00060,app_open,2025-02-08,E000451
U00060,app_open,2025-02-22,E000452
U00060,app_open,2025-03-04,E000453
U00060,app_open,2025-02-25,E000454
U00060,app_open,2025-02-13,E000455
U00061,signup_completed,2025-01-18,E000456
U00061,app_open,2025-02-12,E000457
U00061,app_open,2025-02-15,E000458
U00061,app_open,2025-01-25,E000459
U00061,app_open,2025-02-13,E000460
U00061,app_open,2025-01-20,E000461
U00062,signup_completed,2025-01-04,E000462
U00062,add_card,2025-01-05,E000463
U00062,transaction_success,2025-01-08,E000464
U00062,app_open,2025-01-30,E000465
U00062,app_open,2025-01-07,E000466
U00062,app_open,2025-01-24,E000467
U00062,app_open,2025-01-12,E000468
U00062,app_open,2025-01-25,E000469
U00062,app_open,2025-01-19,E000470
U00062,app_open,2025-01-29,E000471
U00063,signup_completed,2025-03-30,E000472
U00063,add_card,2025-03-30,E000473
U00063,transaction_success,2025-03-31,E000474
U00063,app_open,2025-04-09,E000475
U00063,app_open,2025-04-26,E000476
U00063,app_open,2025-04-06,E000477
U00063,app_open,2025-04-27,E000478
U00063,app_open,2025-04-19,E000479
U00063,app_open,2025-04-15,E000480
U00064,signup_completed,2025-03-01,E000481
U00064,add_card,2025-03-01,E000482
U00064,transaction_success,2025-03-04,E000483
U00064,app_open,2025-03-04,E000484
U00064,app_open,2025-03-29,E000485
U00065,signup_completed,2025-01-14,E000486
U00065,add_card,2025-01-15,E000487
U00065,transaction_success,2025-01-17,E000488
U00065,app_open,2025-02-02,E000489
U00065,app_open,2025-01-20,E000490
U00065,app_open,2025-01-25,E000491
U00065,app_open,2025-02-08,E000492
U00065,app_open,2025-02-01,E000493
U00065,app_open,2025-02-08,E000494
U00065,app_open,2025-02-10,E000495
U00065,app_open,2025-02-12,E000496
U00066,signup_completed,2025-04-24,E000497
U00066,app_open,2025-05-11,E000498
U00066,app_open,2025-05-22,E000499
U00066,app_open,2025-05-21,E000500
U00067,signup_completed,2025-01-09,E000501
U00067,add_card,2025-01-09,E000502
U00067,transaction_success,2025-01-12,E000503
U00067,app_open,2025-01-21,E000504
U00067,app_open,2025-02-06,E000505
U00067,app_open,2025-02-01,E000506
U00068,signup_completed,2025-03-31,E000507
U00068,app_open,2025-04-15,E000508
U00068,app_open,2025-04-23,E000509
U00068,app_open,2025-04-28,E000510
U00068,app_open,2025-04-02,E000511
U00068,app_open,2025-04-12,E000512
U00068,app_open,2025-04-03,E000513
U00068,app_open,2025-04-17,E000514
U00068,app_open,2025-04-01,E000515
U00069,signup_completed,2025-02-22,E000516
U00069,app_open,2025-03-08,E000517
U00069,app_open,2025-03-10,E000518
U00069,app_open,2025-03-22,E000519
U00069,app_open,2025-03-03,E000520
U00069,app_open,2025-02-22,E000521
U00070,signup_completed,2025-01-02,E000522
U00070,add_card,2025-01-04,E000523
U00070,app_open,2025-01-02,E000524
U00071,signup_completed,2025-03-25,E000525
U00071,add_card,2025-03-26,E000526
U00071,transaction_success,2025-03-26,E000527
U00071,app_open,2025-04-02,E000528
U00071,app_open,2025-04-07,E000529
U00071,app_open,2025-03-28,E000530
U00071,app_open,2025-04-03,E000531
U00072,signup_completed,2025-04-02,E000532
U00072,app_open,2025-04-24,E000533
U00072,app_open,2025-04-08,E000534
U00072,app_open,2025-04-11,E000535
U00073,signup_completed,2025-04-21,E000536
U00073,add_card,2025-04-23,E000537
U00073,transaction_success,2025-04-23,E000538
U00073,app_open,2025-05-10,E000539
U00073,app_open,2025-05-08,E000540
U00073,app_open,2025-05-05,E000541
U00073,app_open,2025-05-08,E000542
U00073,app_open,2025-05-14,E000543
U00073,app_open,2025-05-13,E000544
U00073,app_open,2025-05-02,E000545
U00074,signup_completed,2025-03-01,E000546
U00074,add_card,2025-03-02,E000547
U00074,transaction_success,2025-03-03,E000548
U00074,app_open,2025-03-05,E000549
U00074,app_open,2025-03-01,E000550
U00075,signup_completed,2025-03-12,E000551
U00075,app_open,2025-04-03,E000552
U00075,app_open,2025-03-24,E000553
U00075,app_open,2025-03-30,E000554
U00075,app_open,2025-03-22,E000555
U00075,app_open,2025-03-24,E000556
U00075,app_open,2025-03-19,E000557
U00076,signup_completed,2025-02-13,E000558
U00076,app_open,2025-02-18,E000559
U00077,signup_completed,2025-01-08,E000560
U00077,add_card,2025-01-09,E000561
U00077,app_open,2025-02-06,E000562
U00077,app_open,2025-01-09,E000563
U00077,app_open,2025-02-02,E000564
U00077,app_open,2025-02-01,E000565
U00078,signup_completed,2025-02-16,E000566
U00078,add_card,2025-02-16,E000567
U00078,app_open,2025-02-19,E000568
U00078,app_open,2025-02-27,E000569
U00078,app_open,2025-02-20,E000570
U00079,signup_completed,2025-02-04,E000571
U00079,add_card,2025-02-05,E000572
U00079,transaction_success,2025-02-06,E000573
U00079,app_open,2025-02-27,E000574
U00079,app_open,2025-02-09,E000575
U00079,app_open,2025-02-23,E000576
U00079,app_open,2025-02-18,E000577
U00079,app_open,2025-02-07,E000578
U00079,app_open,2025-02-28,E000579
U00080,signup_completed,2025-03-19,E000580
U00080,add_card,2025-03-21,E000581
U00080,transaction_success,2025-03-21,E000582
U00080,app_open,2025-03-31,E000583
U00080,app_open,2025-04-02,E000584
U00080,app_open,2025-04-13,E000585
U00080,app_open,2025-04-13,E000586
U00080,app_open,2025-03-20,E000587
U00081,signup_completed,2025-03-22,E000588
U00081,add_card,2025-03-22,E000589
U00081,transaction_success,2025-03-24,E000590
U00081,app_open,2025-04-19,E000591
U00081,app_open,2025-04-14,E000592
U00081,app_open,2025-04-15,E000593
U00082,signup_completed,2025-02-05,E000594
U00082,add_card,2025-02-06,E000595
U00082,app_open,2025-02-27,E000596
U00082,app_open,2025-02-17,E000597
U00082,app_open,2025-02-09,E000598
U00083,signup_completed,2025-02-19,E000599
U00083,add_card,2025-02-20,E000600
U00083,transaction_success,2025-02-20,E000601
U00083,app_open,2025-02-26,E000602
U00084,signup_completed,2025-04-14,E000603
U00084,add_card,2025-04-14,E000604
U00084,transaction_success,2025-04-14,E000605
U00084,app_open,2025-05-11,E000606
U00084,app_open,2025-04-19,E000607
U00084,app_open,2025-04-27,E000608
U00085,signup_completed,2025-01-04,E000609
U00085,app_open,2025-01-09,E000610
U00085,app_open,2025-01-18,E000611
U00085,app_open,2025-01-15,E000612
U00085,app_open,2025-02-01,E000613
U00085,app_open,2025-01-09,E000614
U00085,app_open,2025-01-04,E000615
U00085,app_open,2025-01-28,E000616
U00085,app_open,2025-01-19,E000617
U00085,app_open,2025-01-23,E000618
U00086,signup_completed,2025-01-02,E000619
U00086,app_open,2025-01-04,E000620
U00087,signup_completed,2025-01-06,E000621
U00087,app_open,2025-01-28,E000622
U00088,signup_completed,2025-02-23,E000623
U00088,add_card,2025-02-24,E000624
U00088,transaction_success,2025-02-25,E000625
U00088,app_open,2025-03-13,E000626
U00088,app_open,2025-03-14,E000627
U00088,app_open,2025-03-16,E000628
U00088,app_open,2025-03-24,E000629
U00088,app_open,2025-03-05,E000630
U00088,app_open,2025-03-17,E000631
U00088,app_open,2025-03-08,E000632
U00089,signup_completed,2025-04-16,E000633
U00089,app_open,2025-04-24,E000634
U00089,app_open,2025-04-24,E000635
U00089,app_open,2025-05-01,E000636
U00089,app_open,2025-04-27,E000637
U00089,app_open,2025-04-25,E000638
U00089,app_open,2025-04-21,E000639
U00089,app_open,2025-05-03,E000640
U00089,app_open,2025-04-17,E000641
U00089,app_open,2025-05-12,E000642
U00090,signup_completed,2025-01-04,E000643
U00090,add_card,2025-01-06,E000644
U00090,app_open,2025-01-19,E000645
U00091,signup_completed,2025-02-23,E000646
U00091,add_card,2025-02-24,E000647
U00091,app_open,2025-03-22,E000648
U00091,app_open,2025-03-18,E000649
U00091,app_open,2025-03-13,E000650
U00091,app_open,2025-02-23,E000651
U00091,app_open,2025-02-26,E000652
U00091,app_open,2025-03-18,E000653
U00091,app_open,2025-02-25,E000654
U00091,app_open,2025-03-04,E000655
U00091,app_open,2025-03-06,E000656
U00092,signup_completed,2025-04-03,E000657
U00092,add_card,2025-04-04,E000658
U00092,app_open,2025-05-02,E000659
U00092,app_open,2025-04-11,E000660
U00093,signup_completed,2025-03-04,E000661
U00093,add_card,2025-03-05,E000662
U00093,app_open,2025-03-20,E000663
U00094,signup_completed,2025-01-18,E000664
U00094,add_card,2025-01-19,E000665
U00094,app_open,2025-01-26,E000666
U00095,signup_completed,2025-03-31,E000667
U00095,add_card,2025-04-01,E000668
U00095,transaction_success,2025-04-01,E000669
U00095,app_open,2025-04-07,E000670
U00095,app_open,2025-04-04,E000671
U00096,signup_completed,2025-02-13,E000672
U00096,add_card,2025-02-14,E000673
U00096,app_open,2025-03-06,E000674
U00097,signup_completed,2025-02-03,E000675
U00097,add_card,2025-02-05,E000676
U00097,transaction_success,2025-02-06,E000677
U00097,app_open,2025-02-24,E000678
U00097,app_open,2025-02-14,E000679
U00097,app_open,2025-02-17,E000680
U00097,app_open,2025-03-02,E000681
U00097,app_open,2025-02-25,E000682
U00097,app_open,2025-02-08,E000683
U00098,signup_completed,2025-03-15,E000684
U00098,app_open,2025-03-23,E000685
U00098,app_open,2025-03-22,E000686
U00098,app_open,2025-03-28,E000687
U00098,app_open,2025-04-02,E000688
U00099,signup_completed,2025-03-03,E000689
U00099,add_card,2025-03-04,E000690
U00099,app_open,2025-03-05,E000691
U00099,app_open,2025-03-05,E000692
U00099,app_open,2025-03-21,E000693
U00099,app_open,2025-03-13,E000694
U00099,app_open,2025-03-31,E000695
U00099,app_open,2025-03-12,E000696
U00100,signup_completed,2025-04-10,E000697
U00100,app_open,2025-05-03,E000698
U00100,app_open,2025-04-18,E000699
U00101,signup_completed,2025-01-14,E000700
U00101,add_card,2025-01-16,E000701
U00101,app_open,2025-01-24,E000702
U00101,app_open,2025-01-23,E000703
U00101,app_open,2025-01-31,E000704
U00101,app_open,2025-01-17,E000705
U00101,app_open,2025-02-10,E000706
U00101,app_open,2025-01-26,E000707
U00101,app_open,2025-02-12,E000708
U00102,signup_completed,2025-04-05,E000709
U00102,app_open,2025-04-17,E000710
U00102,app_open,2025-04-29,E000711
U00102,app_open,2025-04-30,E000712
U00102,app_open,2025-04-24,E000713
U00102,app_open,2025-04-09,E000714
U00103,signup_completed,2025-02-17,E000715
U00103,app_open,2025-03-04,E000716
U00103,app_open,2025-03-01,E000717
U00103,app_open,2025-03-12,E000718
U00103,app_open,2025-03-03,E000719
