user_id,signup_date,acquisition_channel,device,country
U00074,2025-03-01,Google Ads,iOS,Nigeria
U00075,2025-03-12,Referral,iOS,Nigeria
U00076,2025-02-13,Referral,Android,Nigeria
U00077,2025-01-08,Facebook Ads,Android,Nigeria
U00078,2025-02-16,Facebook Ads,Android,Nigeria
U00079,2025-02-04,Organic,Android,Nigeria
U00080,2025-03-19,Google Ads,iOS,Nigeria
U00081,2025-03-22,Organic,Android,Nigeria
U00082,2025-02-05,Facebook Ads,Android,Nigeria
U00083,2025-02-19,Google Ads,iOS,Nigeria
U00084,2025-04-14,Referral,iOS,Nigeria
U00085,2025-01-04,Organic,Android,Nigeria
U00086,2025-01-02,Facebook Ads,Android,Nigeria
U00087,2025-01-06,Referral,Android,Nigeria
U00088,2025-02-23,Google Ads,iOS,Nigeria
U00089,2025-04-16,Facebook Ads,Android,Nigeria
U00090,2025-01-04,Google Ads,Android,Nigeria
U00091,2025-02-23,Google Ads,Android,Nigeria
U00092,2025-04-03,Organic,Android,Nigeria
U00093,2025-03-04,Google Ads,Android,Nigeria
U00094,2025-01-18,Facebook Ads,iOS,Nigeria
U00095,2025-03-31,Facebook Ads,iOS,Nigeria
U00096,2025-02-13,Google Ads,iOS,Nigeria
U00097,2025-02-03,Facebook Ads,Android,Nigeria
U00098,2025-03-15,Referral,iOS,Nigeria
U00099,2025-03-03,Facebook Ads,iOS,Nigeria
U00100,2025-04-10,Organic,Android,Nigeria
U00101,2025-01-14,Organic,Android,Nigeria
U00102,2025-04-05,Google Ads,Android,Nigeria
U00103,2025-02-17,Organic,iOS,Nigeria
U00104,2025-01-15,Referral,Android,Nigeria
U00105,2025-03-13,Google Ads,iOS,Nigeria
U00106,2025-03-19,Facebook Ads,Android,Nigeria
U00107,2025-03-28,Google Ads,iOS,Nigeria
U00108,2025-03-03,Google Ads,Android,Nigeria
U00109,2025-02-09,Referral,iOS,Nigeria
U00110,2025-03-26,Google Ads,Android,Nigeria
U00111,2025-03-21,Referral,iOS,Nigeria
U00112,2025-04-19,Google Ads,Android,Nigeria
U00113,2025-03-23,Facebook Ads,Android,Nigeria
U00114,2025-04-21,Organic,Android,Nigeria
U00115,2025-02-22,Google Ads,Android,Nigeria
U00116,2025-01-24,Facebook Ads,Android,Nigeria
U00117,2025-01-26,Google Ads,Android,Nigeria
U00118,2025-03-30,Facebook Ads,iOS,Nigeria
U00119,2025-03-01,Google Ads,Android,Nigeria
U00120,2025-04-19,Google Ads,Android,Nigeria
U00121,2025-02-10,Google Ads,Android,Nigeria
U00122,2025-01-29,Organic,Android,Nigeria
U00123,2025-01-15,Google Ads,iOS,Nigeria
U00124,2025-02-14,Facebook Ads,Android,Nigeria
U00125,2025-03-06,Google Ads,iOS,Nigeria
U00126,2025-03-30,Organic,Android,Nigeria
U00127,2025-03-12,Facebook Ads,Android,Nigeria
U00128,2025-01-09,Facebook Ads,iOS,Nigeria
U00129,2025-03-29,Facebook Ads,Android,Nigeria
U00130,2025-01-01,Facebook Ads,Android,Nigeria
U00131,2025-04-18,Referral,Android,Nigeria
U00132,2025-01-08,Referral,iOS,Nigeria
U00133,2025-03-29,Facebook Ads,Android,Nigeria
U00134,2025-03-04,Google Ads,Android,Nigeria
U00135,2025-01-11,Facebook Ads,Android,Nigeria
U00136,2025-04-25,Organic,Android,Nigeria
U00137,2025-03-22,Organic,iOS,Nigeria
U00138,2025-01-08,Facebook Ads,Android,Nigeria
U00139,2025-02-04,Referral,Android,Nigeria
U00140,2025-02-04,Referral,iOS,Nigeria
U00141,2025-02-02,Facebook Ads,Android,Nigeria
U00142,2025-01-05,Facebook Ads,Android,Nigeria
U00143,2025-04-16,Google Ads,Android,Nigeria
U00144,2025-04-13,Referral,Android,Nigeria
U00145,2025-02-10,Organic,Android,Nigeria
U00146,2025-01-28,Referral,Android,Nigeria
U00147,2025-01-07,Referral,Android,Nigeria
U00148,2025-03-14,Google Ads,Android,Nigeria
U00149,2025-03-13,Referral,Android,Nigeria
U00150,2025-01-12,Referral,Android,Nigeria
U00151,2025-02-03,Facebook Ads,Android,Nigeria
U00152,2025-02-02,Google Ads,iOS,Nigeria
U00153,2025-02-17,Referral,Android,Nigeria
U00154,2025-04-29,Facebook Ads,iOS,Nigeria
U00155,2025-01-23,Referral,Android,Nigeria
U00156,2025-03-03,Facebook Ads,iOS,Nigeria
U00157,2025-03-29,Google Ads,iOS,Nigeria
U00158,2025-02-06,Referral,Android,Nigeria
U00159,2025-04-09,Facebook Ads,Android,Nigeria
U00160,2025-02-13,Facebook Ads,Android,Nigeria
U00161,2025-04-14,Google Ads,Android,Nigeria
U00162,2025-03-27,Referral,Android,Nigeria
U00163,2025-04-01,Facebook Ads,iOS,Nigeria
U00164,2025-02-04,Organic,Android,Nigeria
U00165,2025-03-06,Facebook Ads,Android,Nigeria
U00166,2025-04-09,Organic,Android,Nigeria
U00167,2025-04-11,Organic,Android,Nigeria
U00168,2025-02-16,Google Ads,iOS,Nigeria
U00169,2025-03-19,Google Ads,iOS,Nigeria
U00170,2025-01-03,Google Ads,Android,Nigeria
U00171,2025-01-01,Google Ads,Android,Nigeria
U00172,2025-01-05,Facebook Ads,Android,Nigeria
U00173,2025-03-31,Facebook Ads,iOS,Nigeria
U00174,2025-04-29,Facebook Ads,Android,Nigeria
U00175,2025-01-14,Google Ads,Android,Nigeria
U00176,2025-04-13,Facebook Ads,iOS,Nigeria
U00177,2025-01-27,Google Ads,Android,Nigeria
U00178,2025-01-09,Organic,iOS,Nigeria
U00179,2025-03-20,Facebook Ads,Android,Nigeria
U00180,2025-01-15,Google Ads,iOS,Nigeria
U00181,2025-03-31,Google Ads,Android,Nigeria
U00182,2025-02-11,Referral,Android,Nigeria
U00183,2025-03-18,Organic,Android,Nigeria
U00184,2025-02-20,Referral,iOS,Nigeria
U00185,2025-03-04,Organic,Android,Nigeria
U00186,2025-04-06,Facebook Ads,Android,Nigeria
U00187,2025-04-13,Referral,Android,Nigeria
U00188,2025-04-23,Referral,Android,Nigeria
U00189,2025-02-21,Facebook Ads,Android,Nigeria
U00190,2025-04-06,Organic,iOS,Nigeria
U00191,2025-01-04,Facebook Ads,Android,Nigeria
U00192,2025-04-04,Google Ads,Android,Nigeria
U00193,2025-04-11,Facebook Ads,Android,Nigeria
U00194,2025-01-23,Google Ads,Android,Nigeria
U00195,2025-04-13,Referral,Android,Nigeria
U00196,2025-04-19,Google Ads,Android,Nigeria
U00197,2025-01-15,Google Ads,Android,Nigeria
U00198,2025-02-12,Facebook Ads,Android,Nigeria
U00199,2025-01-29,Referral,iOS,Nigeria
U00200,2025-02-05,Facebook Ads,Android,Nigeria
U00201,2025-01-13,Google Ads,Android,Nigeria
U00202,2025-02-01,Organic,iOS,Nigeria
U00203,2025-03-12,Referral,iOS,Nigeria
U00204,2025-02-28,Google Ads,Android,Nigeria
U00205,2025-04-25,Referral,Android,Nigeria
U00206,2025-03-27,Referral,iOS,Nigeria
U00207,2025-01-28,Referral,Android,Nigeria
U00208,2025-03-07,Google Ads,Android,Nigeria
U00209,2025-02-11,Facebook Ads,Android,Nigeria
U00210,2025-02-14,Facebook Ads,Android,Nigeria
U00211,2025-03-03,Facebook Ads,Android,Nigeria
U00212,2025-02-26,Google Ads,iOS,Nigeria
U00213,2025-04-27,Facebook Ads,Android,Nigeria
U00214,2025-01-06,Google Ads,Android,Nigeria
U00215,2025-01-28,Facebook Ads,Android,Nigeria
U00216,2025-01-28,Facebook Ads,Android,Nigeria
U00217,2025-04-18,Referral,iOS,Nigeria
U00218,2025-02-13,Google Ads,Android,Nigeria
U00219,2025-03-25,Facebook Ads,iOS,Nigeria
U00220,2025-01-30,Referral,Android,Nigeria
U00221,2025-03-03,Facebook Ads,Android,Nigeria
U00222,2025-03-16,Referral,iOS,Nigeria
U00223,2025-04-29,Referral,Android,Nigeria
U00224,2025-04-02,Facebook Ads,Android,Nigeria
U00225,2025-03-30,Referral,iOS,Nigeria
U00226,2025-04-13,Google Ads,Android,Nigeria
U00227,2025-03-03,Google Ads,iOS,Nigeria
U00228,2025-04-07,Facebook Ads,iOS,Nigeria
U00229,2025-01-01,Facebook Ads,Android,Nigeria
U00230,2025-01-27,Organic,Android,Nigeria
U00231,2025-03-03,Facebook Ads,Android,Nigeria
U00232,2025-04-26,Google Ads,Android,Nigeria
U00233,2025-03-18,Google Ads,iOS,Nigeria
U00234,2025-04-15,Google Ads,iOS,Nigeria
U00235,2025-01-03,Facebook Ads,Android,Nigeria
U00236,2025-04-13,Facebook Ads,Android,Nigeria
U00237,2025-03-11,Referral,Android,Nigeria
U00238,2025-03-13,Facebook Ads,Android,Nigeria
U00239,2025-01-27,Facebook Ads,iOS,Nigeria
U00240,2025-01-09,Facebook Ads,Android,Nigeria
U00241,2025-03-03,Google Ads,iOS,Nigeria
U00242,2025-02-06,Referral,Android,Nigeria
U00243,2025-04-07,Facebook Ads,iOS,Nigeria
U00244,2025-02-20,Facebook Ads,Android,Nigeria
U00245,2025-04-16,Facebook Ads,Android,Nigeria
U00246,2025-02-13,Referral,Android,Nigeria
U00247,2025-01-24,Google Ads,iOS,Nigeria
U00248,2025-03-20,Google Ads,Android,Nigeria
U00249,2025-02-28,Referral,Android,Nigeria
U00250,2025-04-28,Google Ads,Android,Nigeria
U00251,2025-02-01,Referral,Android,Nigeria
U00252,2025-04-06,Referral,Android,Nigeria
U00253,2025-03-29,Facebook Ads,iOS,Nigeria
U00254,2025-04-15,Facebook Ads,Android,Nigeria
U00255,2025-02-21,Facebook Ads,Android,Nigeria
U00256,2025-04-23,Facebook Ads,Android,Nigeria
U00257,2025-03-03,Organic,Android,Nigeria
U00258,2025-04-23,Google Ads,Android,Nigeria
U00259,2025-02-27,Facebook Ads,Android,Nigeria
U00260,2025-02-21,Referral,Android,Nigeria
U00261,2025-01-12,Google Ads,Android,Nigeria
U00262,2025-02-08,Facebook Ads,iOS,Nigeria
U00263,2025-01-02,Facebook Ads,Android,Nigeria
U00264,2025-01-03,Google Ads,iOS,Nigeria
U00265,2025-04-23,Referral,Android,Nigeria
U00266,2025-04-11,Facebook Ads,Android,Nigeria
U00267,2025-04-23,Facebook Ads,Android,Nigeria
U00268,2025-02-25,Google Ads,Android,Nigeria
U00269,2025-03-22,Facebook Ads,iOS,Nigeria
U00270,2025-02-28,Google Ads,iOS,Nigeria
U00271,2025-04-23,Google Ads,Android,Nigeria
U00272,2025-01-02,Facebook Ads,Android,Nigeria
U00273,2025-01-02,Organic,Android,Nigeria
U00274,2025-04-02,Google Ads,Android,Nigeria
U00275,2025-02-23,Facebook Ads,Android,Nigeria
U00276,2025-03-28,Google Ads,iOS,Nigeria
U00277,2025-04-11,Referral,iOS,Nigeria
U00278,2025-04-06,Referral,iOS,Nigeria
U00279,2025-04-07,Facebook Ads,iOS,Nigeria
U00280,2025-01-01,Organic,Android,Nigeria
U00281,2025-01-19,Google Ads,Android,Nigeria
U00282,2025-01-02,Facebook Ads,Android,Nigeria
U00283,2025-02-22,Facebook Ads,Android,Nigeria
U00284,2025-02-13,Facebook Ads,Android,Nigeria
U00285,2025-03-31,Referral,iOS,Nigeria
U00286,2025-02-01,Facebook Ads,iOS,Nigeria
U00287,2025-03-11,Facebook Ads,iOS,Nigeria
U00288,2025-02-01,Referral,iOS,Nigeria
U00289,2025-04-29,Facebook Ads,iOS,Nigeria
U00290,2025-03-09,Facebook Ads,Android,Nigeria
U00291,2025-02-24,Facebook Ads,iOS,Nigeria
U00292,2025-03-16,Facebook Ads,Android,Nigeria
U00293,2025-02-25,Facebook Ads,Android,Nigeria
U00294,2025-01-17,Google Ads,iOS,Nigeria
U00295,2025-02-07,Facebook Ads,iOS,Nigeria
U00296,2025-01-24,Facebook Ads,Android,Nigeria
U00297,2025-03-10,Referral,Android,Nigeria
U00298,2025-04-26,Google Ads,Android,Nigeria
U00299,2025-04-08,Google Ads,Android,Nigeria
U00300,2025-03-11,Google Ads,iOS,Nigeria
U00301,2025-03-27,Facebook Ads,Android,Nigeria
U00302,2025-01-11,Google Ads,Android,Nigeria
U00303,2025-04-22,Google Ads,Android,Nigeria
U00304,2025-01-16,Facebook Ads,Android,Nigeria
U00305,2025-04-07,Organic,Android,Nigeria
U00306,2025-03-14,Facebook Ads,iOS,Nigeria
U00307,2025-02-28,Referral,Android,Nigeria
U00308,2025-03-11,Facebook Ads,Android,Nigeria
U00309,2025-03-21,Referral,Android,Nigeria
U00310,2025-04-03,Google Ads,Android,Nigeria
U00311,2025-01-03,Referral,iOS,Nigeria
U00312,2025-01-20,Facebook Ads,Android,Nigeria
U00313,2025-02-28,Google Ads,iOS,Nigeria
U00314,2025-02-05,Google Ads,Android,Nigeria
U00315,2025-01-19,Referral,Android,Nigeria
U00316,2025-03-31,Google Ads,Android,Nigeria
U00317,2025-03-08,Google Ads,Android,Nigeria
U00318,2025-01-19,Google Ads,iOS,Nigeria
U00319,2025-01-20,Facebook Ads,Android,Nigeria
U00320,2025-04-06,Google Ads,Android,Nigeria
U00321,2025-03-12,Facebook Ads,Android,Nigeria
U00322,2025-02-21,Organic,Android,Nigeria
U00323,2025-04-15,Referral,iOS,Nigeria
U00324,2025-02-02,Organic,Android,Nigeria
U00325,2025-02-09,Facebook Ads,Android,Nigeria
U00326,2025-02-08,Referral,iOS,Nigeria
U00327,2025-03-23,Referral,Android,Nigeria
U00328,2025-04-14,Google Ads,Android,Nigeria
U00329,2025-01-01,Google Ads,Android,Nigeria
U00330,2025-01-11,Facebook Ads,iOS,Nigeria
U00331,2025-04-02,Referral,iOS,Nigeria
U00332,2025-02-26,Google Ads,Android,Nigeria
U00333,2025-03-30,Facebook Ads,Android,Nigeria
U00334,2025-02-19,Facebook Ads,iOS,Nigeria
U00335,2025-01-23,Organic,Android,Nigeria
U00336,2025-01-31,Referral,Android,Nigeria
U00337,2025-04-04,Organic,Android,Nigeria
U00338,2025-02-11,Google Ads,iOS,Nigeria
U00339,2025-04-09,Facebook Ads,Android,Nigeria
U00340,2025-01-07,Facebook Ads,Android,Nigeria
U00341,2025-01-16,Facebook Ads,Android,Nigeria
U00342,2025-03-31,Facebook Ads,Android,Nigeria
U00343,2025-04-22,Facebook Ads,iOS,Nigeria
U00344,2025-04-26,Facebook Ads,Android,Nigeria
U00345,2025-03-01,Google Ads,Android,Nigeria
U00346,2025-04-23,Organic,Android,Nigeria
U00347,2025-01-02,Google Ads,Android,Nigeria
U00348,2025-01-01,Referral,iOS,Nigeria
U00349,2025-02-17,Google Ads,Android,Nigeria
U00350,2025-01-12,Facebook Ads,iOS,Nigeria
U00351,2025-03-10,Facebook Ads,Android,Nigeria
U00352,2025-02-06,Facebook Ads,Android,Nigeria
U00353,2025-02-01,Facebook Ads,Android,Nigeria
U00354,2025-04-29,Google Ads,Android,Nigeria
U00355,2025-01-09,Facebook Ads,Android,Nigeria
U00356,2025-04-15,Facebook Ads,iOS,Nigeria
U00357,2025-04-09,Facebook Ads,Android,Nigeria
U00358,2025-01-19,Organic,Android,Nigeria
U00359,2025-02-17,Referral,iOS,Nigeria
U00360,2025-03-21,Referral,iOS,Nigeria
U00361,2025-01-03,Facebook Ads,Android,Nigeria
U00362,2025-01-20,Referral,Android,Nigeria
U00363,2025-01-24,Referral,Android,Nigeria
U00364,2025-02-23,Google Ads,iOS,Nigeria
U00365,2025-04-30,Organic,iOS,Nigeria
U00366,2025-02-02,Facebook Ads,iOS,Nigeria
U00367,2025-01-24,Organic,iOS,Nigeria
U00368,2025-04-26,Organic,Android,Nigeria
U00369,2025-03-16,Facebook Ads,iOS,Nigeria
U00370,2025-04-23,Google Ads,Android,Nigeria
U00371,2025-03-13,Organic,Android,Nigeria
U00372,2025-02-05,Facebook Ads,Android,Nigeria
U00373,2025-02-07,Google Ads,iOS,Nigeria
U00374,2025-04-14,Organic,iOS,Nigeria
U00375,2025-03-25,Google Ads,Android,Nigeria
U00376,2025-04-09,Facebook Ads,iOS,Nigeria
U00377,2025-04-22,Google Ads,iOS,Nigeria
U00378,2025-03-30,Facebook Ads,Android,Nigeria
U00379,2025-04-09,Google Ads,Android,Nigeria
U00380,2025-01-25,Facebook Ads,iOS,Nigeria
U00381,2025-04-03,Google Ads,Android,Nigeria
U00382,2025-01-18,Google Ads,Android,Nigeria
U00383,2025-04-20,Referral,iOS,Nigeria
U00384,2025-03-23,Google Ads,iOS,Nigeria
U00385,2025-03-07,Google Ads,Android,Nigeria
U00386,2025-02-23,Google Ads,iOS,Nigeria
U00387,2025-02-04,Facebook Ads,Android,Nigeria
U00388,2025-03-21,Google Ads,Android,Nigeria
U00389,2025-03-02,Facebook Ads,Android,Nigeria
U00390,2025-02-10,Organic,Android,Nigeria
U00391,2025-04-10,Facebook Ads,iOS,Nigeria
U00392,2025-02-02,Google Ads,Android,Nigeria
U00393,2025-03-09,Google Ads,Android,Nigeria
U00394,2025-02-02,Google Ads,Android,Nigeria
U00395,2025-01-14,Facebook Ads,iOS,Nigeria
U00396,2025-01-21,Google Ads,Android,Nigeria
U00397,2025-02-17,Google Ads,Android,Nigeria
U00398,2025-01-20,Referral,Android,Nigeria
U00399,2025-04-30,Facebook Ads,iOS,Nigeria
U00400,2025-01-08,Google Ads,Android,Nigeria
U00401,2025-01-07,Google Ads,Android,Nigeria
U00402,2025-03-08,Google Ads,Android,Nigeria
U00403,2025-01-17,Google Ads,iOS,Nigeria
U00404,2025-02-02,Google Ads,Android,Nigeria
U00405,2025-02-17,Facebook Ads,Android,Nigeria
U00406,2025-03-17,Facebook Ads,Android,Nigeria
U00407,2025-02-28,Facebook Ads,Android,Nigeria
U00408,2025-04-25,Facebook Ads,iOS,Nigeria
U00409,2025-03-27,Google Ads,Android,Nigeria
U00410,2025-04-29,Google Ads,iOS,Nigeria
U00411,2025-01-22,Facebook Ads,iOS,Nigeria
U00412,2025-04-20,Organic,Android,Nigeria
U00413,2025-01-30,Facebook Ads,iOS,Nigeria
U00414,2025-02-07,Referral,iOS,Nigeria
U00415,2025-04-12,Google Ads,iOS,Nigeria
U00416,2025-04-19,Facebook Ads,Android,Nigeria
U00417,2025-02-20,Facebook Ads,Android,Nigeria
U00418,2025-02-23,Google Ads,Android,Nigeria
U00419,2025-01-08,Facebook Ads,iOS,Nigeria
U00420,2025-01-27,Organic,Android,Nigeria
U00421,2025-01-27,Google Ads,Android,Nigeria
U00422,2025-04-08,Organic,Android,Nigeria
U00423,2025-01-21,Facebook Ads,Android,Nigeria
U00424,2025-01-30,Referral,Android,Nigeria
U00425,2025-04-07,Google Ads,Android,Nigeria
U00426,2025-01-28,Referral,Android,Nigeria
U00427,2025-04-21,Facebook Ads,iOS,Nigeria
U00428,2025-03-05,Google Ads,Android,Nigeria
U00429,2025-04-07,Google Ads,iOS,Nigeria
U00430,2025-03-10,Referral,Android,Nigeria
U00431,2025-03-02,Facebook Ads,Android,Nigeria
U00432,2025-02-17,Referral,iOS,Nigeria
U00433,2025-01-19,Facebook Ads,iOS,Nigeria
U00434,2025-01-04,Referral,Android,Nigeria
U00435,2025-02-04,Referral,iOS,Nigeria
U00436,2025-03-05,Referral,iOS,Nigeria
U00437,2025-02-18,Google Ads,iOS,Nigeria
U00438,2025-01-17,Google Ads,Android,Nigeria
U00439,2025-02-13,Organic,Android,Nigeria
U00440,2025-04-02,Facebook Ads,Android,Nigeria
U00441,2025-01-30,Google Ads,Android,Nigeria
U00442,2025-04-03,Google Ads,Android,Nigeria
U00443,2025-02-15,Referral,iOS,Nigeria
U00444,2025-04-27,Facebook Ads,Android,Nigeria
U00445,2025-01-06,Google Ads,Android,Nigeria
U00446,2025-04-09,Referral,Android,Nigeria
U00447,2025-04-15,Facebook Ads,iOS,Nigeria
U00448,2025-02-06,Organic,Android,Nigeria
U00449,2025-01-24,Facebook Ads,iOS,Nigeria
U00450,2025-04-03,Facebook Ads,Android,Nigeria
U00451,2025-04-23,Facebook Ads,iOS,Nigeria
U00452,2025-02-15,Facebook Ads,iOS,Nigeria
U00453,2025-02-22,Organic,Android,Nigeria
U00454,2025-04-05,Facebook Ads,iOS,Nigeria
U00455,2025-04-09,Google Ads,Android,Nigeria
U00456,2025-03-01,Facebook Ads,Android,Nigeria
U00457,2025-04-07,Google Ads,Android,Nigeria
U00458,2025-04-26,Google Ads,Android,Nigeria
U00459,2025-03-04,Facebook Ads,iOS,Nigeria
U00460,2025-03-26,Facebook Ads,Android,Nigeria
U00461,2025-02-01,Referral,Android,Nigeria
U00462,2025-03-28,Facebook Ads,Android,Nigeria
U00463,2025-02-02,Google Ads,Android,Nigeria
U00464,2025-03-08,Facebook Ads,Android,Nigeria
U00465,2025-01-18,Referral,iOS,Nigeria
U00466,2025-01-25,Facebook Ads,Android,Nigeria
U00467,2025-04-16,Google Ads,Android,Nigeria
U00468,2025-04-05,Facebook Ads,Android,Nigeria
U00469,2025-02-23,Organic,Android,Nigeria
U00470,2025-02-27,Facebook Ads,Android,Nigeria
U00471,2025-03-08,Referral,iOS,Nigeria
U00472,2025-04-14,Google Ads,Android,Nigeria
U00473,2025-02-15,Facebook Ads,Android,Nigeria
U00474,2025-01-24,Referral,Android,Nigeria
U00475,2025-04-24,Facebook Ads,Android,Nigeria
U00476,2025-02-01,Referral,iOS,Nigeria
U00477,2025-02-16,Organic,Android,Nigeria
U00478,2025-03-27,Referral,Android,Nigeria
U00479,2025-01-23,Facebook Ads,iOS,Nigeria
U00480,2025-03-07,Referral,Android,Nigeria
U00481,2025-01-27,Google Ads,Android,Nigeria
U00482,2025-04-16,Referral,Android,Nigeria
U00483,2025-01-02,Google Ads,Android,Nigeria
U00484,2025-03-31,Referral,iOS,Nigeria
U00485,2025-01-17,Google Ads,Android,Nigeria
U00486,2025-04-14,Google Ads,iOS,Nigeria
U00487,2025-02-02,Facebook Ads,Android,Nigeria
U00488,2025-01-09,Referral,iOS,Nigeria
U00489,2025-02-12,Google Ads,Android,Nigeria
U00490,2025-04-28,Google Ads,Android,Nigeria
U00491,2025-02-17,Referral,Android,Nigeria
U00492,2025-02-08,Google Ads,Android,Nigeria
U00493,2025-04-03,Facebook Ads,Android,Nigeria
U00494,2025-02-11,Google Ads,iOS,Nigeria
U00495,2025-04-29,Google Ads,iOS,Nigeria
U00496,2025-01-26,Google Ads,Android,Nigeria
U00497,2025-04-09,Facebook Ads,Android,Nigeria
U00498,2025-02-19,Facebook Ads,iOS,Nigeria
U00499,2025-01-25,Facebook Ads,Android,Nigeria
U00500,2025-01-24,Referral,iOS,Nigeria
U00501,2025-01-13,Facebook Ads,Android,Nigeria
U00502,2025-03-01,Google Ads,Android,Nigeria
U00503,2025-01-07,Organic,Android,Nigeria
U00504,2025-02-26,Facebook Ads,Android,Nigeria
U00505,2025-02-05,Google Ads,Android,Nigeria
U00506,2025-02-14,Referral,iOS,Nigeria
U00507,2025-01-20,Organic,iOS,Nigeria
U00508,2025-03-06,Referral,Android,Nigeria
U00509,2025-01-08,Referral,Android,Nigeria
U00510,2025-04-20,Referral,Android,Nigeria
U00511,2025-01-16,Google Ads,iOS,Nigeria
U00512,2025-01-14,Referral,Android,Nigeria
U00513,2025-03-17,Facebook Ads,Android,Nigeria
U00514,2025-04-25,Organic,Android,Nigeria
U00515,2025-03-28,Google Ads,Android,Nigeria
U00516,2025-01-15,Google Ads,iOS,Nigeria
U00517,2025-04-02,Facebook Ads,Android,Nigeria
U00518,2025-04-08,Referral,Android,Nigeria
U00519,2025-03-07,Facebook Ads,Android,Nigeria
U00520,2025-02-01,Referral,Android,Nigeria
U00521,2025-03-28,Referral,Android,Nigeria
U00522,2025-03-04,Facebook Ads,Android,Nigeria
U00523,2025-03-27,Referral,Android,Nigeria
U00524,2025-02-20,Referral,Android,Nigeria
U00525,2025-01-25,Google Ads,Android,Nigeria
U00526,2025-02-27,Facebook Ads,Android,Nigeria
U00527,2025-03-04,Facebook Ads,iOS,Nigeria
U00528,2025-03-03,Facebook Ads,Android,Nigeria
